timestamp,raw_temperature_C,raw_humidity_pct,raw_feed_weight_kg,raw_water_liters,raw_egg_count,raw_nh3_ppm,raw_co2_ppm,raw_light_lux,raw_bird_weight_kg
2024-06-01 00:00:00,20.950359127677732,84.16972538854115,498.89724320121934,3.628938002352094,2.0,9.310543081960464,1380.2586803871416,-0.03190684120404569,1.8110793101216844
2024-06-01 00:15:00,21.043132132757847,84.47297151457525,497.4660376919011,3.367658562930389,4.0,8.982270470190842,1431.6754641061214,-0.10739487316042018,1.7885123532145224
2024-06-01 00:30:00,20.932052870738545,84.10009027959696,495.1061214684355,4.074919357183605,5.0,6.938744921077874,1142.558729028557,-0.2040720389721754,1.773214759988049
2024-06-01 00:45:00,21.090834309019993,84.35549138896788,492.9784181130718,3.792227956618045,4.0,8.945476199392559,1346.0585729844042,0.5730936849394908,1.8078996516823669
2024-06-01 01:00:00,21.156435545635443,84.11241963774305,491.14323162135526,2.299388625154267,3.0,6.800242249011559,1360.4083964452332,1.139879901162168,1.8237564402951274
2024-06-01 01:15:00,21.064488353163597,84.11274476491757,491.16496181659664,3.372714666389474,4.0,10.805030068345575,1539.8860188562912,0.6333969096940866,1.8026665621523101
2024-06-01 01:30:00,21.346686825951213,83.82263310215744,490.44361833380196,2.4938059436101563,5.0,6.682324576106919,1552.9122341939712,2.5594362535724677,1.8215696428513228
2024-06-01 01:45:00,21.427870958146897,83.44851660284776,485.9865271096809,2.079164029489938,8.0,5.756974255111898,1556.2525778528811,1.2333934459816576,1.7996330229304165
2024-06-01 02:00:00,21.57795361915623,83.10638443688366,484.4514368932195,2.647591824189856,4.0,7.871665011109916,1503.1638077111722,1.4735188686896055,1.789268828159735
2024-06-01 02:15:00,21.76941361084454,82.7849800755433,484.4211763230185,2.0667599348347485,4.0,9.064892250721861,1660.5824641642998,-0.7175611161471388,1.7939092782398922
2024-06-01 02:30:00,21.857928524538323,82.6679045063679,481.43406509855123,2.4346965340036864,5.0,11.61712823774527,1465.104823648028,0.04769402268929562,1.8099218774172645
2024-06-01 02:45:00,21.985650213119143,82.26415067622452,479.4439459012195,1.0521319527499735,7.0,7.037176150179064,1528.569964549318,0.43262263869710305,1.792404634148058
2024-06-01 03:00:00,22.09907721499574,81.90215509978202,479.1035827165653,2.8790606410969204,3.0,8.255783714564211,1756.1106361297284,2.1266888907468893,1.7916655178941883
2024-06-01 03:15:00,22.330662077325186,81.39190923417748,475.3347602694738,4.280451564025728,5.0,8.216281395566577,1602.813970905394,1.2445672518822137,1.7691196573262795
2024-06-01 03:30:00,22.58267946637894,81.26639478176428,472.64126814919405,3.0852691906079777,2.0,6.641550848134569,1745.4209561398102,0.14298983467654103,1.8040026660295985
2024-06-01 03:45:00,22.52953650200408,80.63953825584285,472.663404651495,3.1625186075155947,3.0,6.816349093296825,1586.0107733799405,-0.1276960437227732,1.7923884377289714
2024-06-01 04:00:00,22.968475692602063,80.00738021761353,471.28470543465096,2.781056703084995,4.0,5.413332231789629,1657.8548958651938,33.07877664639984,1.7728798357948874
2024-06-01 04:15:00,23.17460196373236,79.75983223620307,465.5991387019775,3.8232559718492,3.0,10.650197338758598,1783.1035587788942,31.4022929085909,1.793650128737003
2024-06-01 04:30:00,23.355449809808604,79.4915487024325,468.41590999482764,3.136022403789225,5.0,7.288000991345498,1811.2909630518707,31.51987902536102,1.8017481514653515
2024-06-01 04:45:00,23.6078663111191,78.7501217075052,465.5183367009793,1.5934615634945781,4.0,5.244601639185669,1681.5491987311652,31.33678379127488,1.8083241724712036
2024-06-01 05:00:00,23.916805352872103,78.90740364060306,462.8203290723296,3.324070710402097,1.0,7.824453340834779,1578.455781214847,25.67383959039654,1.8118881136977818
2024-06-01 05:15:00,24.077842231562432,77.85530533229011,463.294549797421,4.292148420371259,6.0,10.225031132759469,1626.964488909527,29.277920333232125,1.8031724752606242
2024-06-01 05:30:00,24.365905508998807,77.4840889443564,459.4211369706873,1.9277613252757384,3.0,9.203854569500487,1700.323704737556,30.99130615713649,1.7824526453336003
2024-06-01 05:45:00,24.592218238377765,77.04684613854239,460.1981165041013,2.098188154569688,5.0,9.227229133176017,1796.1261402987452,28.097796656491635,1.8089099209499309
2024-06-01 06:00:00,24.927778934146705,76.16349946153613,451.2336554155165,14.848735500114353,86.0,11.034207008323522,1692.1395527960995,31.42794915141293,1.784038524046832
