timestamp,clean_temperature_C,clean_humidity_pct,clean_feed_weight_kg,clean_water_liters,clean_nh3_ppm,clean_co2_ppm,clean_light_lux,clean_bird_weight_kg,clean_egg_count
2024-06-01 00:00:00,,,495.0610807835849,3.5191403986538123,6.721033714631465,1149.7326594913259,-0.08899475492772174,,2.0
2024-06-01 00:15:00,21.36153188408525,,495.39239395130414,3.7651847804342253,7.276327379057885,1056.0477180897874,0.111500217890941,,4.0
2024-06-01 00:30:00,21.362913847584032,,494.57383374258336,3.7118741140891385,7.5349028550311825,1367.741664700689,0.21863649134272184,,5.0
2024-06-01 00:45:00,21.353807590795853,,493.14565788480354,3.4650988279232706,7.53924401270751,1841.236110883286,0.36344063921365594,,4.0
2024-06-01 01:00:00,21.34089925260254,79.24452295742424,492.2536582465707,3.2332336586507457,7.435327011525205,2127.535130823539,0.9728392735567022,,3.0
2024-06-01 01:15:00,21.33087497188589,79.32429464443908,490.73597863771795,2.692253508232854,6.730638125738247,2160.6410234672308,1.3858142357928895,1.8131607368157172,4.0
2024-06-01 01:30:00,21.357931717007595,79.43406414060674,488.95233707456333,2.5376609212225896,6.128983171760647,1868.4658649311777,1.7052764213684812,1.8168773708295862,5.0
2024-06-01 01:45:00,21.451531403059423,79.56551269431421,487.27999248137786,2.488228014218402,6.908436949635679,1663.9465284790683,1.5407870350868287,1.819178358638285,8.0
2024-06-01 02:00:00,21.582294446468268,79.6881929221069,485.1438816052461,2.3497381309447514,7.649045049530571,1541.7919285104529,1.1144925947009579,1.8179001431344057,4.0
2024-06-01 02:15:00,21.73039144154422,79.7263742339355,483.0218220544632,2.0766287843004814,7.938243217333486,1499.2483171635395,0.2263369196986182,1.8113508778460383,4.0
2024-06-01 02:30:00,21.859519478431544,79.65812878388658,481.9643653860161,1.886521584398246,8.213316916196398,1564.3018367535278,0.4178236130280684,1.802409857202263,5.0
2024-06-01 02:45:00,21.981930801070362,79.40988498346357,480.2102813281854,2.2296847231828214,8.053555317465483,1586.6810613342336,0.7893019190671995,1.7924046341480595,7.0
2024-06-01 03:00:00,22.15787323784243,79.13260365558331,477.64067399211115,2.773822175117476,7.677605699365227,1629.4985204719728,0.3731528808263693,1.782662761628406,3.0
2024-06-01 03:15:00,22.299901254314932,78.82254433350022,475.6522351272676,3.2362659592870893,7.70449250997241,1682.2242916531593,0.2520464609312807,1.7745117925882832,5.0
2024-06-01 03:30:00,22.482004862367567,78.44705534066172,474.1693600865445,3.4992515022310107,6.777106653871843,1665.2116527628118,3.399445372504909,1.7693709862828106,2.0
2024-06-01 03:45:00,22.696210692451373,78.0409718076449,471.42678026452904,3.315073434886645,6.9312194725609135,1644.9847579228235,10.843354609783896,1.7688888677424617,3.0
2024-06-01 04:00:00,22.901975794967022,77.7075702051257,470.00159707878845,3.2522901393302277,7.502833031609323,1710.5276039195865,20.380283305254338,1.7739803115165809,4.0
2024-06-01 04:15:00,23.122809788640872,77.23035669942666,468.61998538595697,3.0340251026285774,7.52429640617285,1735.7869765037467,29.149784517965927,1.7840011848821167,3.0
2024-06-01 04:30:00,23.410668761288512,77.00858384764143,466.47692461926914,2.755167153489279,7.23882843204023,1749.9968949087936,31.666945988503116,1.7963132278085758,5.0
2024-06-01 04:45:00,23.617960254123854,76.6950757949542,465.30072247606313,3.0877793690261877,7.656107108540736,1696.3415142180122,30.37188449322011,1.806319170231519,4.0
2024-06-01 05:00:00,23.864872108495064,76.26186112239498,464.0255358562431,2.9490770385888982,7.490937321723006,1632.221771407672,29.139927537959316,1.8099681004423398,1.0
2024-06-01 05:15:00,24.108331283463947,75.84191549878855,462.5886130302195,1.7457840239548335,8.596006748051192,1642.2663487369011,28.444971514646436,1.806158391286329,6.0
2024-06-01 05:30:00,24.366219229049666,75.34849547291176,461.0067826741956,3.5643176362194273,9.859629807424543,1678.7738244496531,29.255928826131026,1.7972657058399442,3.0
2024-06-01 05:45:00,24.61540631028527,74.72378027384588,457.70999967483647,6.447035717743288,10.225290677612893,1737.7435880033045,30.037778650413088,1.78884963052973,5.0
2024-06-01 06:00:00,24.873711727175824,74.21561331438573,451.3293082088791,10.244916764514976,9.965945126895694,1776.8998985993687,29.31748691565239,1.78626526599025,86.0
2024-06-01 06:15:00,25.12661551015446,73.67335931303602,443.86494208489466,13.703882654687797,9.568740841194103,1795.5019407011996,29.170512973639536,1.79131315900801,100.0
2024-06-01 06:30:00,25.38267311738725,73.20155852087643,435.06045945968157,15.188365446748715,9.084510192157527,1742.9448456050422,31.061730212276156,1.8017314753157274,75.0
2024-06-01 06:45:00,25.629606148057512,72.72723232359567,427.7974698245145,13.933202461301002,8.44849865734833,1759.9996413989443,31.003473014419423,1.8116259711175993,92.0
2024-06-01 07:00:00,25.863387690750823,72.14765650534387,419.46905703441655,13.90039369409392,8.703381562588024,1695.394367907705,31.982573966751346,1.815147055003321,98.0
2024-06-01 07:15:00,26.084255980237536,71.53456457774973,411.785750830966,14.561734527175703,9.346599042228139,1691.1981342220754,30.347823121704714,1.8101584775398245,93.0
2024-06-01 07:30:00,26.31349697817906,70.91730939793821,403.7831301870208,15.459682418374102,9.417629548783507,1788.217374967665,29.795720230261445,1.7986979110628745,74.0
2024-06-01 07:45:00,26.55963699551056,70.40941694447785,396.0575381245625,15.293476869847272,8.47180876431479,1874.3548726143056,29.39910648259863,1.7864661963241897,84.0
2024-06-01 08:00:00,26.80534640749535,69.95740674189298,388.7129592157057,14.928887057585083,6.785850882922346,1852.9597726046645,30.92873388250164,1.7793693818570886,80.0
2024-06-01 08:15:00,27.04485311924077,69.49025039480864,380.94642970262953,14.083133679251242,6.34625636277125,1903.4783706350217,30.59865613158558,1.78002228688308,75.0
2024-06-01 08:30:00,27.278686789499332,69.01006021893022,373.63301621776986,13.672378439320742,6.957263655999193,1845.975949926981,31.62474912367298,1.7874438518932299,110.0
2024-06-01 08:45:00,27.480567847457525,68.65074021983443,366.52323857692517,13.855916136884662,7.548233525584693,1806.885881025818,30.281135544976998,1.7976024283299974,86.0
2024-06-01 09:00:00,27.66962827308805,68.2781938758612,359.2157020454759,14.404826837684704,8.307130934211974,1847.5307720240876,30.533031484805253,1.8059015265751925,109.0
2024-06-01 09:15:00,27.822161857134017,68.00643228794094,351.22643331900383,14.810850113208698,8.436616719304766,1805.657126518177,29.609575994880757,1.8097714716368078,76.0
